Date,High,Low,Open,Close,Volume,Adj Close
2014-07-10,36395.8984375,35912.19921875,36033.1015625,36154.1015625,398646.0,36154.1015625
2014-07-11,36113.69921875,35146.3984375,36033.1015625,35146.3984375,699473.0,35146.3984375
2014-07-14,35710.69921875,34944.8984375,35065.80078125,35146.3984375,431258.0,35146.3984375
2014-07-15,35388.19921875,34985.19921875,35347.8984375,34985.19921875,392084.0,34985.19921875
2014-07-16,35710.69921875,34783.69921875,34783.69921875,35227.0,458948.0,35227.0
2014-07-17,35509.19921875,34662.69921875,35468.8984375,34743.3984375,432187.0,34743.3984375
2014-07-18,34824.0,34017.8984375,34380.6015625,34138.80078125,611209.0,34138.80078125
2014-07-21,34622.3984375,32929.6015625,34098.5,34179.1015625,1515194.0,34179.1015625
2014-07-22,34501.5,33856.6015625,33977.6015625,33937.19921875,355477.0,33937.19921875
2014-07-23,36033.1015625,34098.5,34098.5,34582.1015625,1245231.0,34582.1015625
2014-07-24,35025.5,34259.69921875,34662.69921875,34259.69921875,352067.0,34259.69921875
2014-07-25,34461.19921875,33937.19921875,34340.30078125,33977.6015625,375175.0,33977.6015625
2014-07-28,34058.19921875,33373.0,33977.6015625,33373.0,579435.0,33373.0
2014-07-29,33816.30078125,33010.19921875,33373.0,33373.0,591151.0,33373.0
2014-07-30,33534.19921875,33010.19921875,33292.3984375,33171.3984375,460253.0,33171.3984375
2014-07-31,33413.30078125,32002.599609375,33171.3984375,32123.5,1014137.0,32123.5
2014-08-01,32728.099609375,31357.69921875,31478.599609375,32244.400390625,550129.0,32244.400390625
2014-08-04,33493.8984375,31962.30078125,32002.599609375,32647.5,913635.0,32647.5
2014-08-05,37081.1015625,32566.900390625,32687.80078125,35428.6015625,3875977.0,35428.6015625
2014-08-06,35549.5,33453.6015625,35388.19921875,33453.6015625,1627804.0,33453.6015625
2014-08-07,34300.0,32486.19921875,33574.5,32566.900390625,1131879.0,32566.900390625
2014-08-08,32969.8984375,31922.0,32244.400390625,32002.599609375,1065292.0,32002.599609375
2014-08-11,34420.8984375,32042.900390625,32042.900390625,32768.3984375,1503600.0,32768.3984375
2014-08-12,33252.1015625,32204.099609375,33131.1015625,32244.400390625,650992.0,32244.400390625
2014-08-13,33010.19921875,32163.80078125,32163.80078125,33010.19921875,617522.0,33010.19921875
2014-08-14,33493.8984375,32889.30078125,33131.1015625,33413.30078125,519916.0,33413.30078125
2014-08-18,34380.6015625,32889.30078125,33735.69921875,33695.3984375,1060743.0,33695.3984375
2014-08-19,34098.5,33171.3984375,33977.6015625,33171.3984375,558478.0,33171.3984375
2014-08-20,33332.69921875,32526.599609375,33171.3984375,32647.5,492474.0,32647.5
2014-08-21,33010.19921875,32365.30078125,32728.099609375,32365.30078125,422361.0,32365.30078125
2014-08-22,32607.19921875,32204.099609375,32365.30078125,32405.599609375,411955.0,32405.599609375
2014-08-25,33171.3984375,32325.0,32325.0,32526.599609375,375148.0,32526.599609375
2014-08-26,33010.19921875,32566.900390625,32849.0,32969.8984375,366123.0,32969.8984375
2014-08-27,34058.19921875,33090.80078125,33171.3984375,33655.1015625,826704.0,33655.1015625
2014-08-28,33776.0,33332.69921875,33735.69921875,33413.30078125,397708.0,33413.30078125
2014-08-29,33655.1015625,33252.1015625,33493.8984375,33574.5,448752.0,33574.5
2014-09-01,33816.30078125,33131.1015625,33776.0,33131.1015625,351573.0,33131.1015625
2014-09-02,33534.19921875,32929.6015625,33171.3984375,33090.80078125,259144.0,33090.80078125
2014-09-03,33373.0,32969.8984375,33332.69921875,33010.19921875,321298.0,33010.19921875
2014-09-04,34743.3984375,32728.099609375,32889.30078125,34461.19921875,1319397.0,34461.19921875
2014-09-05,35146.3984375,34058.19921875,35025.5,34461.19921875,865150.0,34461.19921875
2014-09-11,35146.3984375,34340.30078125,34461.19921875,34944.8984375,593169.0,34944.8984375
2014-09-12,36879.6015625,35227.0,35267.30078125,36597.3984375,2077983.0,36597.3984375
2014-09-15,36798.8984375,35630.1015625,36718.30078125,35630.1015625,755438.0,35630.1015625
2014-09-16,36557.1015625,35509.19921875,35831.6015625,35509.19921875,547654.0,35509.19921875
2014-09-17,36395.8984375,35065.80078125,35710.69921875,36154.1015625,632692.0,36154.1015625
2014-09-18,36718.30078125,35710.69921875,36476.5,35952.5,395690.0,35952.5
2014-09-19,36315.30078125,35791.30078125,35952.5,35912.19921875,380012.0,35912.19921875
2014-09-22,35630.1015625,34622.3984375,35630.1015625,34703.1015625,754951.0,34703.1015625
2014-09-23,36718.30078125,34622.3984375,34743.3984375,36718.30078125,1415581.0,36718.30078125
2014-09-24,38048.3984375,36516.80078125,36879.6015625,37766.30078125,1682484.0,37766.30078125
2014-09-25,38370.8984375,37242.30078125,37967.80078125,37524.3984375,873393.0,37524.3984375
2014-09-26,38249.8984375,37282.6015625,37887.19921875,37645.3984375,679318.0,37645.3984375
2014-09-29,38491.80078125,37202.0,37726.0,37403.5,880701.0,37403.5
2014-09-30,39459.1015625,37887.19921875,37967.80078125,39459.1015625,1297882.0,39459.1015625
2014-10-01,39781.6015625,38532.1015625,39580.0,38693.30078125,1045782.0,38693.30078125
2014-10-02,39096.3984375,38048.3984375,38451.5,38572.3984375,528628.0,38572.3984375
2014-10-06,39459.1015625,38209.6015625,39056.1015625,39136.69921875,668850.0,39136.69921875
2014-10-07,39096.3984375,35065.80078125,38814.19921875,35227.0,2737327.0,35227.0
2014-10-08,35831.6015625,34501.5,35106.1015625,34501.5,967288.0,34501.5
2014-10-10,35388.19921875,33816.30078125,34582.1015625,34098.5,878266.0,34098.5
2014-10-13,34420.8984375,32768.3984375,33695.3984375,33292.3984375,787488.0,33292.3984375
2014-10-14,34944.8984375,33413.30078125,33453.6015625,34662.69921875,615430.0,34662.69921875
2014-10-15,34944.8984375,33735.69921875,34904.6015625,33896.8984375,430509.0,33896.8984375
2014-10-16,34179.1015625,32969.8984375,33534.19921875,33735.69921875,482354.0,33735.69921875
2014-10-17,34017.8984375,33010.19921875,33937.19921875,33373.0,491391.0,33373.0
2014-10-20,34340.30078125,33453.6015625,33776.0,34340.30078125,413620.0,34340.30078125
2014-10-21,34582.1015625,33493.8984375,34340.30078125,33493.8984375,372992.0,33493.8984375
2014-10-22,34058.19921875,33332.69921875,33937.19921875,33655.1015625,457681.0,33655.1015625
2014-10-23,33896.8984375,33534.19921875,33655.1015625,33534.19921875,336968.0,33534.19921875
2014-10-24,33856.6015625,33050.5,33856.6015625,33131.1015625,383463.0,33131.1015625
2014-10-27,33453.6015625,32808.69921875,33292.3984375,32969.8984375,402527.0,32969.8984375
2014-10-28,33171.3984375,32808.69921875,32849.0,33171.3984375,330054.0,33171.3984375
2014-10-29,33816.30078125,33090.80078125,33131.1015625,33574.5,466160.0,33574.5
2014-10-30,33735.69921875,33090.80078125,33695.3984375,33373.0,287990.0,33373.0
2014-10-31,33816.30078125,33332.69921875,33453.6015625,33816.30078125,329137.0,33816.30078125
2014-11-03,33977.6015625,33211.80078125,33776.0,33574.5,333049.0,33574.5
2014-11-04,35428.6015625,33655.1015625,33655.1015625,33896.8984375,871353.0,33896.8984375
2014-11-05,35186.69921875,34058.19921875,34098.5,35065.80078125,776902.0,35065.80078125
2014-11-06,35106.1015625,34259.69921875,34904.6015625,34340.30078125,417765.0,34340.30078125
2014-11-07,35065.80078125,34501.5,34662.69921875,34743.3984375,303811.0,34743.3984375
2014-11-10,35065.80078125,34461.19921875,35065.80078125,34662.69921875,359024.0,34662.69921875
2014-11-11,35670.3984375,34743.3984375,35146.3984375,34783.69921875,573534.0,34783.69921875
2014-11-12,35267.30078125,33977.6015625,35106.1015625,34461.19921875,748960.0,34461.19921875
2014-11-13,34824.0,34259.69921875,34461.19921875,34259.69921875,324202.0,34259.69921875
2014-11-14,34703.1015625,33534.19921875,34179.1015625,33534.19921875,477470.0,33534.19921875
2014-11-17,33776.0,32445.900390625,33534.19921875,32445.900390625,801535.0,32445.900390625
2014-11-18,32969.8984375,32083.19921875,32244.400390625,32204.099609375,968925.0,32204.099609375
2014-11-19,33332.69921875,32163.80078125,32325.0,32889.30078125,854793.0,32889.30078125
2014-11-20,33090.80078125,32244.400390625,33010.19921875,32405.599609375,442217.0,32405.599609375
2014-11-21,32687.80078125,32284.69921875,32486.19921875,32647.5,377016.0,32647.5
2014-11-24,32808.69921875,32163.80078125,32687.80078125,32445.900390625,547464.0,32445.900390625
2014-11-25,32647.5,32284.69921875,32325.0,32284.69921875,442701.0,32284.69921875
2014-11-26,32486.19921875,31962.30078125,32365.30078125,31962.30078125,650626.0,31962.30078125
2014-11-27,33534.19921875,31518.900390625,31922.0,32123.5,1380565.0,32123.5
2014-11-28,32607.19921875,32042.900390625,32244.400390625,32123.5,539297.0,32123.5
2014-12-01,32607.19921875,32163.80078125,32365.30078125,32566.900390625,544194.0,32566.900390625
2014-12-02,32808.69921875,32365.30078125,32808.69921875,32405.599609375,270506.0,32405.599609375
2014-12-03,32647.5,32325.0,32405.599609375,32325.0,249909.0,32325.0
2014-12-04,33332.69921875,32445.900390625,32526.599609375,32969.8984375,771084.0,32969.8984375
2014-12-05,33252.1015625,32647.5,33252.1015625,32768.3984375,345327.0,32768.3984375
2014-12-08,32768.3984375,32163.80078125,32607.19921875,32244.400390625,633606.0,32244.400390625
2014-12-09,32445.900390625,31559.19921875,32204.099609375,31559.19921875,610818.0,31559.19921875
2014-12-10,31680.099609375,30229.099609375,31438.30078125,30672.5,996494.0,30672.5
2014-12-11,31317.400390625,30390.400390625,30471.0,30390.400390625,424769.0,30390.400390625
2014-12-12,30793.400390625,30027.599609375,30591.900390625,30390.400390625,309963.0,30390.400390625
2014-12-15,31035.30078125,30067.900390625,30108.19921875,31035.30078125,317173.0,31035.30078125
2014-12-16,32325.0,30712.80078125,30994.900390625,32042.900390625,698248.0,32042.900390625
2014-12-17,32365.30078125,31196.5,32042.900390625,31196.5,314048.0,31196.5
2014-12-18,31518.900390625,30350.099609375,31196.5,30712.80078125,446890.0,30712.80078125
2014-12-19,31599.5,30712.80078125,30833.69921875,31075.599609375,396446.0,31075.599609375
2014-12-22,32083.19921875,31115.900390625,31115.900390625,31962.30078125,414982.0,31962.30078125
2014-12-23,32687.80078125,31518.900390625,32163.80078125,31841.400390625,381419.0,31841.400390625
2014-12-24,32365.30078125,31801.099609375,32163.80078125,32002.599609375,284307.0,32002.599609375
2014-12-26,32607.19921875,31801.099609375,32244.400390625,31801.099609375,612721.0,31801.099609375
2014-12-29,33010.19921875,32333.099609375,32671.69921875,32798.6015625,317457.0,32798.6015625
2014-12-30,32883.30078125,32417.69921875,32798.6015625,32883.30078125,157983.0,32883.30078125
2015-01-02,33433.3984375,32883.30078125,33052.5,33137.19921875,247726.0,33137.19921875
2015-01-05,33179.5,32714.0,33010.19921875,32967.8984375,199635.0,32967.8984375
2015-01-06,32756.30078125,32079.19921875,32587.0,32375.400390625,320408.0,32375.400390625
2015-01-07,32460.099609375,32079.19921875,32248.400390625,32079.19921875,200807.0,32079.19921875
2015-01-08,32840.8984375,32079.19921875,32290.80078125,32248.400390625,266026.0,32248.400390625
2015-01-09,32925.6015625,32248.400390625,32714.0,32502.400390625,319645.0,32502.400390625
2015-01-12,32925.6015625,32502.400390625,32629.30078125,32587.0,258820.0,32587.0
2015-01-13,34660.69921875,32587.0,32756.30078125,33602.69921875,1447890.0,33602.69921875
2015-01-14,34533.80078125,33814.30078125,34025.8984375,34068.19921875,666608.0,34068.19921875
2015-01-15,34957.0,34195.19921875,34406.80078125,34830.0,683457.0,34830.0
2015-01-16,35210.8984375,34195.19921875,35083.8984375,34237.5,420172.0,34237.5
2015-01-19,35422.5,34449.1015625,35041.6015625,34449.1015625,490245.0,34449.1015625
2015-01-20,34703.1015625,33772.0,34449.1015625,34237.5,404043.0,34237.5
2015-01-21,34576.1015625,33560.3984375,34364.5,33814.30078125,414389.0,33814.30078125
2015-01-22,33941.30078125,33137.19921875,33645.0,33221.80078125,343722.0,33221.80078125
2015-01-23,34195.19921875,33433.3984375,33602.69921875,34195.19921875,432813.0,34195.19921875
2015-01-26,34660.69921875,33729.69921875,34237.5,33856.6015625,361005.0,33856.6015625
2015-01-27,34152.8984375,33179.5,33941.30078125,33433.3984375,392165.0,33433.3984375
2015-01-28,33560.3984375,33094.8984375,33179.5,33518.1015625,264729.0,33518.1015625
2015-01-29,34322.19921875,33433.3984375,33475.80078125,33941.30078125,397507.0,33941.30078125
2015-01-30,35761.1015625,33899.0,34491.3984375,34449.1015625,1451481.0,34449.1015625
2015-02-02,35168.6015625,34152.8984375,34618.3984375,35126.30078125,468652.0,35126.30078125
2015-02-03,36395.8984375,34830.0,35168.6015625,36311.19921875,1215001.0,36311.19921875
2015-02-04,36819.1015625,35845.69921875,36311.19921875,35888.0,758782.0,35888.0
2015-02-05,36268.8984375,35549.5,36184.30078125,35888.0,462558.0,35888.0
2015-02-06,40881.8984375,38427.30078125,40628.0,39866.19921875,5750918.0,39866.19921875
2015-02-09,43421.1015625,39443.0,39823.8984375,41728.30078125,4795231.0,41728.30078125
2015-02-10,43759.69921875,40162.3984375,42320.80078125,41305.1015625,3294615.0,41305.1015625
2015-02-11,42828.6015625,41728.30078125,42109.19921875,41982.19921875,1974519.0,41982.19921875
2015-02-12,42997.8984375,40670.30078125,42278.5,42744.0,2094153.0,42744.0
2015-02-13,49092.1015625,43167.19921875,43167.19921875,49092.1015625,7431281.0,49092.1015625
2015-02-16,56455.8984375,50192.5,51123.5,56455.8984375,8081403.0,56455.8984375
2015-02-17,60434.1015625,53662.80078125,58825.8984375,54847.80078125,11264161.0,54847.80078125
2015-02-23,62973.30078125,55948.1015625,56963.80078125,62296.19921875,9093212.0,62296.19921875
2015-02-24,64073.69921875,59672.30078125,61703.69921875,60941.8984375,6739126.0,60941.8984375
2015-02-25,62211.6015625,56625.19921875,61957.6015625,57387.0,6116499.0,57387.0
2015-02-26,57725.6015625,54170.6015625,56286.69921875,56540.6015625,7905090.0,56540.6015625
2015-02-27,58487.30078125,55440.19921875,56963.80078125,55440.19921875,3973755.0,55440.19921875
2015-03-02,55948.1015625,52647.1015625,54593.80078125,52731.69921875,3318225.0,52731.69921875
2015-03-03,57048.3984375,53662.80078125,54255.30078125,54678.5,4963069.0,54678.5
2015-03-04,58572.0,54170.6015625,54593.80078125,55694.19921875,5065409.0,55694.19921875
2015-03-05,56963.80078125,53832.1015625,56286.69921875,54509.19921875,2886814.0,54509.19921875
2015-03-06,58825.8984375,54170.6015625,55017.0,58825.8984375,4911545.0,58825.8984375
2015-03-09,60857.30078125,56709.8984375,60095.5,57217.69921875,3831098.0,57217.69921875
2015-03-10,57556.30078125,54847.80078125,56879.19921875,55186.30078125,2443514.0,55186.30078125
2015-03-11,57302.3984375,54847.80078125,56032.69921875,54932.3984375,2179468.0,54932.3984375
2015-03-12,56117.3984375,53154.8984375,54932.3984375,55694.19921875,2428000.0,55694.19921875
2015-03-13,57894.8984375,55778.80078125,56540.6015625,56455.8984375,2206611.0,56455.8984375
2015-03-16,58402.69921875,56540.6015625,57471.6015625,57725.6015625,2092063.0,57725.6015625
2015-03-17,58910.6015625,57133.1015625,58741.30078125,57387.0,1723490.0,57387.0
2015-03-18,58741.30078125,54170.6015625,57471.6015625,54847.80078125,2898202.0,54847.80078125
2015-03-19,57556.30078125,53578.1015625,55355.6015625,57556.30078125,2386210.0,57556.30078125
2015-03-20,59079.80078125,55524.8984375,57302.3984375,56709.8984375,2629416.0,56709.8984375
2015-03-23,57725.6015625,55863.5,57048.3984375,56202.0,1102768.0,56202.0
2015-03-24,57217.69921875,55609.5,56286.69921875,56032.69921875,894066.0,56032.69921875
2015-03-25,64412.30078125,56371.30078125,56709.8984375,64412.30078125,6915123.0,64412.30078125
2015-03-26,64666.19921875,58572.0,63481.19921875,59418.3984375,7730972.0,59418.3984375
2015-03-27,61026.6015625,58402.69921875,59079.80078125,59418.3984375,3063056.0,59418.3984375
2015-03-30,60518.69921875,57979.5,60349.5,57979.5,1775533.0,57979.5
2015-03-31,60941.8984375,57894.8984375,58487.30078125,59164.5,2601567.0,59164.5
2015-04-01,59672.30078125,57979.5,58741.30078125,58741.30078125,1288784.0,58741.30078125
2015-04-02,61873.0,58487.30078125,59164.5,60095.5,2915310.0,60095.5
2015-04-03,60772.69921875,58995.19921875,59503.0,60772.69921875,1326892.0,60772.69921875
2015-04-06,61703.69921875,59841.6015625,60603.3984375,60772.69921875,1321542.0,60772.69921875
2015-04-07,67205.3984375,62042.30078125,62211.6015625,63904.3984375,6172771.0,63904.3984375
2015-04-08,64327.6015625,61026.6015625,62634.80078125,63227.30078125,2942739.0,63227.30078125
2015-04-09,63904.3984375,62211.6015625,63396.6015625,62211.6015625,1374338.0,62211.6015625
2015-04-10,68475.0,63904.3984375,67205.3984375,63989.0,3744161.0,63989.0
2015-04-13,73553.5,65258.69921875,66020.3984375,73553.5,8981458.0,73553.5
2015-04-14,82440.8984375,72622.5,74484.6015625,77701.0,11764058.0,77701.0
2015-04-15,79647.703125,75923.5,77701.0,78124.203125,3710583.0,78124.203125
2015-04-16,79139.8984375,73215.0,78124.203125,73976.796875,4772182.0,73976.796875
2015-04-17,77447.1015625,70760.3984375,76431.3984375,74061.3984375,7263822.0,74061.3984375
2015-04-20,74653.8984375,71691.3984375,73553.5,71860.703125,2873177.0,71860.703125
2015-04-21,75161.703125,71945.3984375,72283.8984375,72537.796875,2759103.0,72537.796875
2015-04-22,75500.296875,68390.3984375,72961.1015625,71860.703125,4177682.0,71860.703125
2015-04-23,72453.203125,68136.5,71776.1015625,68390.3984375,2887951.0,68390.3984375
2015-04-24,70337.203125,66612.8984375,68221.1015625,69067.5,2967109.0,69067.5
2015-04-27,70845.0,68898.296875,69152.203125,69321.5,1246511.0,69321.5
2015-04-28,75838.8984375,68136.5,69236.796875,73215.0,4892312.0,73215.0
2015-04-29,73976.796875,71183.6015625,73299.6015625,72199.296875,1622244.0,72199.296875
2015-04-30,74484.6015625,69914.0,71860.703125,72537.796875,2327415.0,72537.796875
2015-05-04,73976.796875,71522.1015625,71691.3984375,72030.0,921787.0,72030.0
2015-05-06,73299.6015625,71606.796875,72030.0,71606.796875,936902.0,71606.796875
2015-05-07,71776.1015625,69067.5,71352.8984375,69998.6015625,1306662.0,69998.6015625
2015-05-08,72707.1015625,70675.703125,72114.6015625,70675.703125,1505558.0,70675.703125
2015-05-11,70845.0,69321.5,70337.203125,69406.1015625,1143967.0,69406.1015625
2015-05-12,70337.203125,68136.5,69236.796875,68136.5,974876.0,68136.5
2015-05-13,71183.6015625,65512.6015625,68136.5,69236.796875,2779880.0,69236.796875
2015-05-14,71691.3984375,67882.6015625,68813.6015625,69236.796875,1885401.0,69236.796875
2015-05-15,72114.6015625,70167.8984375,70760.3984375,70421.796875,1921659.0,70421.796875
2015-05-18,71268.203125,68898.296875,71098.8984375,69067.5,1341341.0,69067.5
2015-05-19,70506.3984375,67882.6015625,69152.203125,68475.0,1598409.0,68475.0
2015-05-20,69236.796875,65851.203125,68390.3984375,67628.6015625,2467136.0,67628.6015625
