DATE_TIME,NX,NY,시간1_강수량,강수형태,기온,습도,풍향,풍속,동서바람성분,남북바람성분
20221227 0900,58,125,0.0,0.0,-3.2,65.0,65.0,1.4,-1.2,-0.5
